OBJECTID,ORGN,DSTN,SHAPE_Length
1,BELLVILLE,DURBANVILLE,12918.668591668
2,BELLVILLE,NYANGA,15814.7886294032
3,BELLVILLE,KHAYELITSHA,22221.7332256291
4,BELLVILLE,MOWBRAY,24910.2671473743
5,GUGULETU,CLAREMONT,15462.3415509529
6,GUGULETU,SEA POINT,35082.8221430848
7,KHAYELITSHA,WYNBERG,22398.7183143705
8,MITCHELLS PLAIN - TOWN CENTRE,WYNBERG,26375.5250579433
9,LANGA,CAPE TOWN,15402.2479181411
10,LANGA,SEA POINT,24447.1237389119
11,LANGA,MOWBRAY,9835.65511097018
12,NYANGA,WYNBERG,14229.4825115831
13,NYANGA,CLAREMONT,16184.3052990976
14,NYANGA,ATHLONE,11533.4188969657
15,NYANGA,MOWBRAY,15650.2919376441
16,NYANGA,CAPE TOWN,23147.7110696785
17,WYNBERG,KHAYELITSHA,32215.9659095154
18,WYNBERG,CONSTANTIA,6937.56218965965
19,WYNBERG,CAPE TOWN,14554.6361631225
20,BONTEHEUWEL,MOWBRAY,10600.8162189036
21,CAPE TOWN,HOUT BAY,30330.0110612635
22,HEIDEVELD,MOWBRAY,11723.7637521206
23,HEIDEVELD,CAPE TOWN,18580.924828611
24,OCEAN VIEW,FISH HOEK,12312.815075188
25,WYNBERG,HOUTBAY,21374.7284807457
26,MOWBRAY,MANENBERG,13921.2998702015
27,KHAYELITSHA,MOWBRAY,24429.4205236395
28,NYANGA,PAROW,17280.6852555413
29,ELSIES RIVER,NYANGA,13845.8067397702
30,PAROW,NYANGA,13903.4239582339
31,BONTEHEUWEL,CAPE TOWN,11753.5574604472
32,KHAYELITSHA,LANGA,19144.2093895935
33,MITCHELLS PLAIN 3RD/7TH AVENUE,HANOVER PARK,17153.0060709915
34,CAPE TOWN,HEIDEVELD,19495.2301799505
35,MFULENI,BLACKHEATH,7715.85400544769
36,HANOVER PARK,CLAREMONT,7866.80833006618
37,BELLVILLE,MAKHAZA KHAYELITSHA,29877.825069611
38,BELLVILLE,WALLACEDENE,14241.9081859105
39,LWANDLE,SOMERSET WEST,7503.20554960174
40,LWANDLE,KHAYELITSHA,34762.0345488032
41,THE HAGUE DELFT,MITCHELLS PLAIN,16141.2106377938
42,VOORBRUG DELFT,MITCHELLS PLAIN,15218.1481504703
43,THE HAGUE DELFT,PAROW,15393.4830474315
44,PAROW,UITSIG,3947.57929245299
45,VOORBRUG DELFT,PAROW,16534.2726176384
46,THE HAGUE DELFT,BELLVILLE,12777.7669603333
47,EINDHOVEN DELFT,CAPE TOWN,32526.4744712988
48,EINDHOVEN DELFT,PAROW,17934.6199186155
49,EINDHOVEN DELFT,ELSIES RIVER,16072.3142337013
50,VOORBRUG,ELSIES RIVER,14671.9669327242
51,UNIBELL,BELLVILLE,24561.4998207948
52,PAROW SANLAM CENTRE,VOORBRUG DELFT,15050.4378397629
53,LOTUS RIVER,WYNBERG,8878.19281773552
54,MELTON ROSE,ELSIES RIVER,4902.79164790339
55,GRASSY PARK,WYNBERG,8989.59803208357
56,GRASSY PARK,MITCHELLS PLAIN,21052.7680233529
57,HANOVER PARK,RETREAT,17341.4591981959
58,HANOVER PARK,CAPE TOWN (VIA KROMBOOM),19194.0829632607
59,HANOVER PARK,ATHLONE,6577.3005636372
60,KHAYELITSHA,PAROW,22697.6296833706
61,PAROW STATION,BELHAR DELFT,16511.4245746793
62,PAROW STATION,NORWOOD,6987.80476332624
63,PAROW STATION,ELSIES RIVER,7160.41909351143
64,PAROW STATION,RAVENSMEAD,4205.81172926024
65,KHAYELITSHA,PAROW,22755.1514119664
66,MELTON ROSE,BELLVILLE,17563.0959274951
67,MITCHELLS PLAIN,NORTHWOOD,6157.36215900195
68,HAZELDENE,SPINE RD MITCHELLS PLAIN,4880.47757158487
69,MITCHELLS PLAIN,TAFELSIG,5460.37532383429
70,SAXONWOLD,ATLANTIS,49530.0683972433
71,SOMERSET WEST,VIA MUSICA MACASSAR,15268.1025736809
72,SOMERSET WEST,VIA ALBATROS MACASSAR,16597.6384092003
73,SOMERSET WEST,KRAMAT,15454.8304777622
74,SOMERSET WEST,GORDONS BAY,17036.6760143693
75,N1 CITY,ELSIES RIVER,4683.27696167787
76,VASCO VIA N1 CITY,ELSIES RIVER,6625.07135773148
77,N1 CITY,MITCHELLS PLAIN,30976.465073823
78,WYNBERG,HANOVER PARK,7622.46972269852
79,HANOVER PARK,CAPE TOWN (VIA MOWBRAY),17670.6959510061
80,HANOVER PARK,CAPE TOWN (VIA SETTLERS WAY),21437.3203569179
81,KLIPHEUWEL,BELLVILLE,64858.518991191
82,KENSINGTON,CAPE TOWN,16770.0642213734
83,KENSINGTON,VASCO,7894.22907744149
84,KENSINGTON,MUTUAL STATION,4660.19877647237
85,MITCHELLS PLAIN,LENTEGEUR STATION,15483.416052078
86,PAROW,PANORAMA,9218.72289300073
87,VREDEHOEK,CAPE TOWN,4597.67670216014
88,MITCHELLS PLAIN,NEW LENTEGEUR,7476.12961210441
89,MITCHELLS PLAIN,NEW LENTEGEUR (VIA HENGELAAR),5986.019257654
90,MITCHELLS PLAIN,MONTROSE PARK,6878.61536785656
91,GRASSY PARK,WYNBERG,10501.0299053184
92,GRASSY PARK,WYNBERG,7124.48600288029
93,MELTON ROSE,DELFT,11154.9415034938
94,MITCHELLS PLAIN,CAPE TOWN,34605.5141304844
95,ELSIES RIVER,NETREG,11394.2256054688
96,CAPE TOWN,WYNBERG,14742.4291386442
97,CAPE TOWN,HOUT BAY (VIA HIGH LEVEL RD),29865.5884718115
98,CAPE TOWN,HOUT BAY (VIA MAIN RD),29834.8662634147
99,CAPE TOWN,HOUT BAY (VIA KLOOF RD),26405.4716035285
100,CAPE TOWN,HOUT BAY (VIA WESTERN BLVD),30046.9971223751
101,SEA POINT,NYANGA,32440.6281069908
102,PELLA,MALMESBURY,45152.3098335079
103,PELLA,DARLING,19378.3529757665
104,PELLA,ATLANTIS,8773.92281203697
105,GRASSY PARK,VIA PLUMSTEAD - WYNBERG,7531.70251333007
106,GRASSY PARK,VIA VICTORIA RD - WYNBERG,8989.59803208357
107,VOORBRUG DELFT,BELLVILLE,14916.1856183111
108,MITCHELLS PLAIN,VIA MOWBRAY - CAPE TOWN,34337.7765616458
109,MITCHELLS PLAIN,VIA MERRYDALE - CAPE TOWN,38029.3430729787
110,MITCHELLS PLAIN,VIA BELGRAVIA - CAPE TOWN,37785.6722900835
111,MITCHELLS PLAIN,GROOTTE SCHUUR HOSPITAL,40453.8535267246
112,BELLVILLE,BELLVILLE SOUTH,6583.67664384691
113,BELLVILLE,EERSTE RIVER,21048.0766459214
114,BELLVILLE,TYGERBERG HOSPITAL,6402.72206390074
115,BELLVILLE,KARL BREMMER HOSPITAL,4147.24613911224
116,BELLVILLE,CAPE TOWN,24064.1965644809
117,VOORBRUG DELFT,CAPE TOWN,33191.9243955308
118,MELTON ROSE,EERSTE RIVER,10789.4390280134
119,FALSE BAY,GRASSY PARK,10006.3778217628
120,MUTUAL STATION,RICHWOOD,26034.5954415213
121,CAPE TOWN,SOMERSET HOSPITAL,3164.95509824163
122,KHAYELITSHA,CLAREMONT,24411.0866239622
123,KHAYELITSHA,BELLVILLE,22644.7507986843
124,EINDHOVEN DELFT,BELLVILLE,16315.6147369058
125,THE HAGUE DELFT,CAPE TOWN,34114.9868828543
126,MANDALAY,3RD /7TH AVE MITCHELLS PLAIN,10366.6350737489
127,BONTEHEUWEL,ATHLONE,10600.8162189036
128,ATLANTIS,MELKBOSSTRAND,33060.335996368
129,ATLANTIS,DARLING,12249.1020462197
130,ATLANTIS VIA REYGERSDAL,FABRIEKS AREA ATLANTIS,10485.207648062
131,ATLANTIS VIA HOOP SINGEL,FABRIEKS AREA ATLANTIS,17069.712873212
132,ATLANTIS,WESFLEUR,4073.76573885026
133,KOEBERG STATION,FRANKDALE,31561.1063697108
134,KOEBERG STATION,SANDDRIFT,19860.2923325057
135,KOEBERG STATION,MONTAGUE GARDENS,13514.6558906884
136,KOEBERG STATION,MILNERTON,8556.55895580448
137,KOEBERG STATION,CAMBRIDGE,7018.73397178672
138,LENTEGEUR STATION,TOWN CENTRE MITCHELLS PLAIN,10646.3381149438
139,NORTHWOOD,LENTEGEUR STATION,3977.3999242503
140,PARKWOOD,VIA LIME RD -WYNBERH,5800.7752969276
141,PARKWOOD,VIA BLACKBIRD WLK - WYNBERG,6107.43527779711
142,PARKWOOD,VIA KESTREL RD - WYNBERG,6092.08307671668
143,PARKWOOD,VIA PLANTATION RD - WYNBERG,6178.6008279681
144,PARKWOOD,VIA WALMER RD - WYNBERG,13584.453821814
145,PARKWOOD,SOUTHFIELD,8364.02159933778
146,LANGA,ATHLONE,6319.62394262104
147,NYANGA,NYANGA STATION,3548.33646975836
148,CROSS ROADS,WYNBERG,17542.865280321
149,KHAYELITSHA,ELSIES RIVER,22809.9119983229
150,THE HAGUE DELFT,ELSIES RIVER,13531.1773625172
151,KOEBERG STATION,MITCHELLS PLAIN,32071.6736602545
152,BONTEHEUWEL,SILVERTOWN,17761.4380481885
153,TABLE VIEW,KOEBERG STATION,21946.1402028227
154,MITCHELLS PLAIN,LONDON VILLAGE,14235.3548874059
155,UNIBELL,BELLVILLE STATION,17238.2111165229
156,RED CROSS HOSPITAL,ELSIES RIVER,21658.4086240396
157,NYANGA,SEA POINT,32406.7033452409
158,WALLACEDENE,BELLVILLE,14246.5156421004
159,BRACKENFELL,BLOEKOMBOS (VIA WALLACEDENE),15890.8667155966
160,BELLVILLE,EVERSDAL,15648.7890662909
161,EIKENFONTEIN,WALLACEDENE,8217.60896140312
162,MACASSAR,SOMERSET WEST (VIA MADALABOS),20133.6590260207
163,MACASSAR,SOMERSET WEST (VIA ZANDVLIET RD),18053.0176202174
164,MACASSAR,SOMERSET WEST (VIA DE BEERS),24436.4941535931
165,MACASSAR,FIRGROVE (VIA R102),8800.42567061255
166,MACASSAR,SOMERSET WEST (VIA FIRGROVE),20141.5243288155
167,MACASSAR,SOMERSET WEST (VIA R102),15579.8952395445
168,MACASSAR,SOMERSET WEST,15103.4010973518
169,MACASSAR,BLACKHEATH,19992.6136014727
170,MACASSAR,EERSTE RIVER,13237.6360735841
171,FIRGROVE,SOMERSET WEST (VIA,10608.493500568
172,FIRGROVE,MACASSAR,3265.71926853856
173,FIRGROVE,EERSTE RIVER,11466.5256895217
174,HANOVER PARK,LANSDOWNE,3523.42675221291
175,MACASSAR,SOMERSET WEST (VIA STEYNSRUS),13157.8312167354
176,V & A WATERFRONT, CAPE TOWN CAPTOUR,3800.58500471613
177,V & A WATERFRONT,CAPE TOWN INTERSITE,3609.93778045127
178,V & A WATERFRONT,CAPE TOWN OLD MARINE RD,3876.85919045539
179,V & A WATERFRONT,CABLE WAY STATION,16534.6805400353
180,V & A WATERFRONT,CAPE TOWN INTERNATIONAL AIRPORT,28070.1773180792
181,ATLANTIS,DUINEFONTEIN MELKBOS STRAND,28989.2712780418
182,ATLANTIS,DARLING,8035.47180720156
183,ATLANTIS,FABRIEKS AREA ATLANTIS,7912.26594916468
184,ATLANTIS,SAXON SEA ATLANTIS,3683.08052332792
185,ATLANTIS,MALMESBURY,36541.8272861804
186,MAMRE,FABRIEKS AREA ATLANTIS,15296.1828110401
187,MAMRE,FABRIEKS AREA ATLANTIS (VIA ATLANTIS),35879.2947546647
188,MAMRE,DARLING,37573.8664049017
189,MAMRE,CAPE TOWN (VIA KILLARNEY),79589.1632132898
190,CAPE TOWN,HEIDEVELD,19495.2301799505
191,HEIDEVELD,MOWBRAY,15843.6173687781
192,CAPE TOWN,CAMPS BAY (VIA HIGH LEVEL RD),13454.2634102618
193,CAPE TOWN,CAMPS BAY (VIA MAIN RD),13421.5018402045
194,CAPE TOWN,CAMPS BAY (VIA KLOOF RD),12012.6990312977
195,CAPE TOWN,CAMPS BAY (VIA WESTERN BLVD),13633.6326991649
196,RETREAT,GRASSY PARK,8833.71536916428
197,RETREAT,RETREAT,4937.34435514872
198,GRASSY PARK,WYNBERG,10508.7597262807
199,MANENBERG,CLAREMONT,13935.5855262581
200,MANENBERG,MOWBRAY,13844.1548853946
201,MANENBERG,CAPE TOWN,20784.5728271368
202,HOUT BAY,WYNBERG,21434.633427922
203,CAPE TOWN,GARDENS,5131.67131905088
204,CAPE TOWN,ORANJEZICHT,5558.11558086443
205,CAPE TOWN,CABLE WAY STATION,14163.1561000808
206,GRASSY PARK,HANOVER PARK,10334.0165408752
207,KHAYELITSHA,SEA POINT,40118.4456290217
208,KHAYELITSHA,SEA POINT,39865.0526153095
209,KHAYELITSHA,SEA POINT,40068.6634126877
210,MITCHELLS PLAIN,WYNBERG,30916.1521694661
211,TYGERBERG HOSPITAL,ELSIES RIVER,11264.290494385
212,TYGERBERG HOSPITAL,PAROW,5639.43214484165
213,TYGERBERG HOSPITAL,TYGERBERG RAILWAY STATION,4467.56049036556
214,TYGERBERG HOSPITAL,BELLVILLE,6273.92597657819
215,TYGERBERG HOSPITAL,ELSIES RIVER,13138.6297855666
216,TYGERBERG HOSPITAL,DELFT,20812.9794244971
217,CAPE TOWN,WYNBERG (VIA M3),15277.0733352677
218,BELHAR,BELLVILLE,12388.743903642
219,GRASSY PARK,MITCHELLS PLAIN,22122.1707934446
220,HAZELDENE,ROCKLANDS,6067.00018108076
221,HAZELDENE,WESTRIDGE,3516.68756821517
222,HAZELDENE,WESTGATE MALL,5154.11156918381
223,HAZELDENE,WESTGATE MALL (VIA SILVERSANDS),4933.53326057361
224,HAZELDENE,WESTGATE MALL (VIA KAPTEINSKLIP),10215.4520798573
225,HAZELDENE,WESTGATE PALMS,6646.04055138707
226,HAZELDENE,N1 CITY,32943.7342933358
227,RETREAT,RETREAT STATION,5453.24282301708
228,BELLVILLE,CAPE TOWN (VIA N1 CITY),28085.4145815303
229,STEENBERG,WESTLAKE,4969.03717135068
230,STEENBERG,TOKAI,2693.44169205023
231,MITCHELLS PLAIN,CAPE TOWN,43227.1663831784
232,MITCHELLS PLAIN,CAPE TOWN,32775.8566303088
233,MITCHELLS PLAIN,CAPE TOWN,32943.2861613015
234,MITCHELLS PLAIN,CAPE TOWN,33185.6627147
235,MITCHELLS PLAIN,LOST CITY,6358.11454402096
236,MITCHELLS PLAIN,LOST CITY,6226.67103847062
237,MITCHELLS PLAIN,TAFELSIG,5460.37532383429
238,MITCHELLS PLAIN,TAFELSIG,5735.36865463581
239,GROOTTE SCHUUR HOSPITAL,CAPE TOWN,5534.11263435836
240,GROOTTE SCHUUR HOSPITAL,WYNBERG,9940.43099333229
241,GROOTTE SCHUUR HOSPITAL,MITCHELLS PLAIN,29720.2572133034
242,ATLANTIS,MELKBOS STRAND,31671.4506941558
243,ATLANTIS,FABRIEKS AREA ATLANTIS,10485.207648062
244,ATLANTIS,FABRIEKS AREA ATLANTIS,13564.5687769928
245,ATLANTIS,WESFLEUR,4073.76573885026
246,SOMERSET WEST,LOURENSFORD(SOMERSET WEST),11991.9816994429
247,SOMERSET WEST,DRAMA STREET(SOMERSET WEST),7771.88728012992
248,SOMERSET WEST,UPPER MOUNTAIN STREET(SOMERSET WEST),9098.06344177661
249,SOMERSET WEST,RUE MOUNT PELLAR(SOMERSET WEST),12311.2906612378
250,SOMERSET WEST,KRAMAT WAY(MACASSAR),20795.9136282532
251,SOMERSET WEST,LINK AVENUE WAY(MACASSAR),18687.0335602712
252,SOMERSET WEST,STRAND,11241.9301314564
253,SOMERSET WEST,SIR LOWRYS PASS TOWN,19797.2361920286
254,SOMERSET WEST,RIVERTON STREET(SOMERSET WEST),10591.0913539546
255,SOMERSET WEST,DIAZ STREET(SOMERSET WEST),3013.4493074845
256,SOMERSET WEST,LOURENS STREET(SOMERSET WEST),2706.93417635192
257,SOMERSET WEST,RAILWAY STATION(SOMERSET WEST),1743.63521622896
258,SOMERSET WEST,VICTORIA PARK,2611.06407679489
259,SOMERSET WEST,ADVANCED MEDICAL TECHNOLOGY(SOMERSET WEST),4686.74360249948
260,SOMERSET WEST,SIR LOWRYS PASS TOWN,11817.4184520577
261,HANOVER PARK,CAPE TOWN,21949.3872222037
262,GRASSY PARK,RETREAT,4249.83336871252
263,WYNBERG,RETREAT,7799.27853519049
264,MITCHELLS PLAIN (CALYPSO SQUARE),BEACON VALLEY,2794.12658619566
265,CAPE TOWN,VREDEHOEK,4433.31723411152
266,CAPE TOWN,WALMER ESTATE,3561.95389508903
267,STRAND,CASSA BLANCA (STRAND),9692.14313844987
268,STRAND,CASSA BLANCA (STRAND),6265.37167671923
269,STRAND,SOMERSET WEST,6341.15502062318
270,STRAND,TEMPERANCE TOWN (GORDONS BAY),11023.6037867858
271,STRAND,MACASSAR,14288.5315673681
272,STRAND,SIR LOWRYS PASS TOWN,14309.9015845938
273,STRAND,SOMERSET WEST MALL,6119.29952887045
274,KILLARNEY,MAITLAND,18466.5977594211
275,N1 CITY,VASCO,2924.70655182696
276,DURBANVILLE,WALLACEDENE,11463.369238203
277,VASCO,BOTHASIG,15491.5070280585
278,VASCO,MONTAGUE GARDENS,13105.8989195255
279,VASCO,BOTHASIG,13687.420705571
280,VASCO,PAROW (PLATTEKLOOF ROAD),13818.0638410065
281,MALIBU,BLACKHEATH,5364.55925043341
282,NORTHPINE,BRACKENFELL STATION,3999.33421698524
283,NORTHPINE,BRACKENFELL (HYPERMARKET),3863.80501351555
284,NORTHPINE,BELLVILLE,11461.2063168013
285,NORTHPINE,WALLACEDENE,3595.94101830889
286,BELLVILLE,EVERSDAL,15648.7890662909
287,MOWBRAY,WYNBERG,8149.05069000663
288,MOWBRAY,WYNBERG,8311.84796256265
289,MOWBRAY,CAPE TOWN,6986.63014699284
290,DURBANVILLE,BELLVILLE,12628.657343592
291,DURBANVILLE,DURBANVILLE(ZAND DAM PLAAS),61046.8810183887
292,CLAREMONT,HANOVER PARK,7748.18752507336
293,CLAREMONT,HANOVER PARK,7670.0489853462
294,CLAREMONT,HANOVER PARK,9475.98263579514
295,BISHOP LAVIS,ELSIES RIVER,8718.87004013896
296,ELSIES RIVER,BOTHASIG,15661.2312765596
297,BELLVILLE,DELFT,18208.5828906984
298,LOTUS RIVER,WYNBERG,8878.19281773552
299,LOTUS RIVER,WYNBERG,9318.20343044394
300,NORTHPINE,WALLACEDENE,3595.94101830889
301,NORTHPINE,BELLVILLE,20086.4990995951
302,NORTHPINE,DURBANVILLE,14604.2208436633
303,NORTHPINE,BLOEKOMBOS,10328.7289866589
304,BONTEHEUWEL,CAPE TOWN,21611.8949960735
305,DE NOVA,WALLACEDENE,11801.7110736813
306,CAPE TOWN,ORANJEZICHT,5005.1598797697
307,LOTUS RIVER,HANOVER PARK,10722.7785472793
308,KRAAIFONTEIN,KHAYELITSHA,34250.9249243015
309,ATLANTIS(WESFLEUR),WITSAND,3799.57537191474
310,ATLANTIS(WESFLEUR),BELLVILLE,60480.0883104191
311,MAMRE,BELLVILLE,68655.7954295179
312,ATLANTIS(WESFLEUR),BELLVILLE,87412.7293463286
313,CAPE TOWN,ORANJEZICHT,4361.33426568847
314,EERSTERIVIER,DEVON PARK,5977.9845017846
315,EERSTERIVIER,DEVON PARK,1942.29131825726
316,MAITLAND,MITCHELLS PLAIN,32407.1162833946
317,MAITLAND,FACTRETON,6119.39630602339
318,MAITLAND,MONTAGUE GARDENS,14740.3529853012
319,MAITLAND,KILLARNEY,14205.3282214124
320,STEENBERG,RETREAT,11370.361436537
321,STEENBERG,GRASSY PARK,6662.8221952431
322,WYNBERG,HOUT BAY,23347.914246043
323,OTTERY,WYNBERG,7621.10440492687
324,OTTERY,LOTUS RIVER,5641.31103950006
325,LOTUS RIVER,PLUMSTEAD,6235.81246408886
326,LOTUS RIVER,RETREAT,7175.42273912744
327,ELSIES RIVER,PAROW,4907.63654964851
328,BLACKHEATH,EERSTERIVIER,15080.0297056871
329,NETREG,ELSIES RIVER,11356.8977760219
330,NETREG,ELSIES RIVER,9640.7432126594
331,LOTUS RIVER,PLUMSTEAD,10328.5357172609
332,LOTUS RIVER,TOKAI,9476.98936617636
333,LOTUS RIVER,MUIZENBERG,14639.1957400118
334,LOTUS RIVER,MITCHELLS PLAIN,18236.713266327
335,EERSTE RIVER,EERSTE RIVER,5759.2895269737
336,KENSINGTON,BOTHASIG,23474.3864355407
337,KENSINGTON,BELLVILLE,20744.8393881961
338,PELLA,"FABRIEKS AREA,ATLANTIS",16034.6338158755
339,PELLA,"FABRIEKS AREA,ATLANTIS",19303.3394974795
340,ATHLONE,BRIDGETOWN,4645.7916952786
341,ATHLONE,BRIDGETOWN,3756.14620666429
342,ATHLONE,CAPE TOWN,20055.7425184726
343,ATHLONE,CAPE TOWN,20916.5058030538
344,ATHLONE,HANOVER PARK,7041.20844616993
345,ATHLONE,HEIDEVELD,7998.28179357409
346,ATHLONE,BONTEHEUWEL,8139.27781638222
347,ATHLONE,MANENBERG,10268.6902647598
348,STEENBERG,LAVENDER HILL,3771.24715619835
349,STEENBERG,SEA WINDS,4010.89361014946
350,STEENBERG,MONTAGUE GARDENS,4252.51922593174
351,EERSTE RIVER,BLUE DOWNS,10989.880651807
352,ELECTRIC CITY,EERSTE RIVER,7791.41567631827
353,EERSTE RIVER,STRATFORD,3310.43976587761
354,MOWBRAY,LANGA,8928.21217641585
355,KENSINGTON,MONTAGUE GARDENS,20116.8477452163
356,EERSTE RIVER,BELLVILLE,19126.2565159556
357,"LONDON VILLAGE,MITCHELLS PLAIN",TOWN CENTRE(MITCHELLS PLAIN),22918.7162901056
358,GUGULETU,WYNBERG,13597.2466974987
359,KUILSRIVER,BELLVILLE,13594.4094236961
360,"EINDHOVEN,DELFT",MITCHELLS PLAIN,14135.3611035451
361,NYANGA,TYGERBERG STATION,19544.1633394594
362,NYANGA,PAROW,14264.0358014447
363,NYANGA,ELSIES RIVER,13986.6726480967
364,BISHOP LAVIS,ELSIES RIVER,8447.20762027978
365,BELLVILLE,BLOEKOMBOS,18462.6681187607
366,BELLVILLE,BLOEKOMBOS,14532.7677069326
367,LWANDLE,SOMERSET WEST RAILWAY STATION,6908.78046335415
368,MFULENI,KHAYELITSHA,11885.4926726812
369,MFULENI,BELLVILLE,20975.1862716554
370,KHAYELITSHA,MFULENI,9986.41524120597
371,SILVERSANDS,KUILSRIVER,18472.3427376993
372,TOWN CENTRE(MITCHELLS PLAIN),NORTHWOOD,6544.41977355083
373,KHAYELITSHA,NYANGA,10829.8254907836
374,MAITLAND,CAPE TOWN,7148.76935403336
375,MAITLAND,KILLARNEY GARDENS,14220.9805389967
376,STRANDFONTEIN,TOWN CENTRE(MITCHELLS PLAIN),14076.5405973483
377,STRANDFONTEIN,TOWN CENTRE(MITCHELLS PLAIN),13926.9782549587
378,STRANDFONTEIN,WYNBERG,18316.8451597863
379,STRANDFONTEIN,WESTGATE MALL(MITCHELLS PLAIN),12641.7476624106
380,LANGA,KHAYELITSHA,19733.8042466677
381,GRASSY PARK,STEENBERG,6634.37764152946
382,NYANGA,LANGA,10513.7185715189
383,HANOVER PARK,MANENBERG,6563.56143648438
384,BEACON VALLEY(CALYPSO SQUARE),MITCHELLS PLAIN,2490.07751385641
385,CROSS ROADS,CLAREMONT,18588.6556864
386,STRAND,RUSTHOF,7203.43706849826
387,SIR LOWRYS PASS TOWN,MACASSAR,24065.0795483451
388,CAPE TOWN STATION DECK,MANENBERG,22380.4188225059
389,CAPE TOWN STATION DECK,MANENBERG,21062.3174288964
390,KUILSRIVER,MITCHELLS PLAIN,22068.7385988299
391,SILVERSANDS,EERSTERIVIER,9434.58949285337
392,MITCHELLS PLAIN(CALYPSO SQUARE),CAPE TOWN,34820.382829371
393,PAROW,DELFT,22020.2713882287
394,FISH HOEK,MASIPHUMELELE,7194.34798167118
395,BLOEKOMBOS,KHAYELITSHA,31156.8394387698
396,STRAND,VANDER STEL STATION,8747.91657288899
397,STRAND,STRAND NORTH,37013.7428009699
398,KALKFONTEIN,KUILSRIVER,6210.69918793698
399,MFULENI,EERSTE RIVER,7622.11783204313
400,SIR LOWRYS PASS TOWN,LOURENSFORD PLAAS,18170.9680543695
401,SIR LOWRYS PASS TOWN,SOMERSET WEST(HOTTENTOTS HOSPITAL),11451.1123367533
402,SIR LOWRYS PASS TOWN,FIRGROVE (R102),22751.4180823279
403,SIR LOWRYS PASS TOWN,SOMERSET WEST (SUID STREET WESTRIDGE),16085.487377652
404,SIR LOWRYS PASS TOWN,STRAND (AE &CI),16296.3062115215
405,SIR LOWRYS PASS TOWN,SOMERSET WEST,10678.7198677412
406,SIR LOWRYS PASS TOWN,STRAND,20751.447243748
407,SIR LOWRYS PASS TOWN,RUSTHOF (STRAND),21258.8989589465
408,SCOTTSDENE,KHAYELITSHA,28055.7868685739
409,SCOTTSDENE,SCOTTSVILLE,5810.12279110961
410,SCOTTSDENE,BLOEKOMBOS,8221.04335395856
411,SCOTTSDENE,BELLVILLE,13211.0106920819
412,SCOTTSDENE,DURBANVILLE,15671.2008253163
413,KRAAIFONTEIN,BLOEKOMBOS,3715.49081300989
414,KRAAIFONTEIN,SCOTTSDENE,3386.98613442345
415,KRAAIFONTEIN,BRACKENFELL,7474.14309163417
416,BLOEKOMBOS,WALLACEDENE,7123.55771499506
417,BLOEKOMBOS,BELLVILLE,16312.0632622778
418,BLOEKOMBOS,DURBANVILLE,13283.9930347231
419,MFULENI,KUILSRIVER,12127.1010290579
420,TABLE VIEW,YSTERPLAAT,16429.90499001
421,ELSIES RIVER,EDGEMEAD,20872.2013137351
422,KHAYELITSHA,SEA POINT,39919.7759840202
423,ELSIES RIVER,N1 CITY,3892.67201682712
424,ELSIES RIVER,PAROW,8934.27693076118
425,ELSIES RIVER,NORWOOD,2644.11870761715
426,MANENBERG,CLAREMONT,12926.5136041921
427,LWANDLE,SIR LOWRYS PASS TOWN,7241.72857469224
428,LWANDLE,STRAND,6227.94626401832
429,SCOTTSVILLE,BLOEKOMBOS,8201.03416253474
430,SCOTTSVILLE,DURBANVILLE,10091.1768046231
431,BISHOP LAVIS,HYPERAMA PAROW,12374.9402196742
432,HEIDEVELD,CAPE TOWN,21392.5276665049
433,MITCHELLS PLAIN,HANOVER PARK,21288.2764094153
434,BISHOP LAVIS,ELSIES RIVER,8230.40956024768
435,LANGA,MUTUAL STATION,6956.02545849977
436,FIRGROVE,"KRAMAT WAY,MACASSAR",8046.40217847538
437,FIRGROVE,"STEYNRUST RD,SOMERSET WEST",9104.07386799324
438,FIRGROVE,LOURENSFORD,15362.5878807999
439,FIRGROVE,SOMERSET WEST,10608.493500568
440,FIRGROVE,STRAND,11095.3030155353
441,FIRGROVE,STRAND,13640.4722328454
442,FIRGROVE,STRAND,14761.1427110774
443,SOMERSET WEST,WINERY RD,9318.45878099752
444,STRAND,AE & CI STRAND,5619.16393435808
445,MACASSAR,STRAND,21733.9050015291
446,MACASSAR,STRAND,14991.8889217759
447,MACASSAR,SIR LOWRYS PASS TOWN,11599.3042901664
448,SAREPTA,TYGERBERG HOSPITAL,27585.2847312577
449,MITCHELLS PLAIN,HANOVER PARK,19502.6468688117
450,MITCHELLS PLAIN,HANOVER PARK,17153.0060709915
451,GRASSY APRK,RETREAT,8602.86271211357
452,FISH HOEK,NOORDHOEK,6086.41533871119
453,FISH HOEK,KOMMETJIE,14534.5634389467
454,FISH HOEK,OCEAN VIEW,12067.5577960206
455,FISH HOEK,SUN VALLEY,6091.24643254734
456,FISH HOEK,SEA FORTH,10748.5546867234
457,FISH HOEK,WYNBERG,20878.9413794299
458,BONTEHEUWEL,CAPE TOWN,19884.9373237806
459,BONTEHEUWEL,MOWBRAY,14318.3445166097
460,BONTEHEUWEL,ATHLONE,10625.3633272777
461,MANENBERG,MOWBRAY,14294.2742582594
462,OCEAN VIEW,SUN VALLEY,7763.06068083551
463,OCEAN VIEW,SIMONS TOWN,17415.3733214994
